trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.5, 'e': 0.6299999999999997}",25,0,-16.088290476018525,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
186,False,"{'a': 0.5, 'e': 0.6279999999999997}",20,7,-14.63326522711839,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.6259999999999997}",25,0,-134.98886342587005,"{0: 15, 1: 1, 2: 7, 3: 0, 4: 2}",0
188,False,"{'a': 0.5, 'e': 0.6239999999999997}",25,13,2.1869506839992137,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.6219999999999997}",20,0,-58.212178324453916,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
190,False,"{'a': 0.5, 'e': 0.6199999999999997}",25,0,-9.866966229846133,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
191,False,"{'a': 0.5, 'e': 0.6179999999999997}",25,4,-28.290544683767585,"{0: 17, 1: 0, 2: 3, 3: 1, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.6159999999999997}",20,12,-17.796250588251414,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.6139999999999997}",25,0,-4.265225113503378,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
194,False,"{'a': 0.5, 'e': 0.6119999999999997}",20,0,-83.38974012087382,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
195,False,"{'a': 0.5, 'e': 0.6099999999999997}",20,7,-57.375581480946245,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 1}",1
196,False,"{'a': 0.5, 'e': 0.6079999999999997}",25,14,-6.4660761279480035,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.6059999999999997}",30,4,-62.830362184812344,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 1}",1
198,False,"{'a': 0.5, 'e': 0.6039999999999996}",25,0,-7.959992725548927,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
199,False,"{'a': 0.5, 'e': 0.6019999999999996}",20,0,-44.113961585758176,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
200,False,"{'a': 0.5, 'e': 0.5999999999999996}",25,0,-41.22841743769848,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
201,False,"{'a': 0.5, 'e': 0.5979999999999996}",20,0,-26.18535009512241,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
202,False,"{'a': 0.5, 'e': 0.5959999999999996}",20,11,-12.35445908741739,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.5939999999999996}",20,0,-48.77006396729229,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
204,False,"{'a': 0.5, 'e': 0.5919999999999996}",25,16,3.614811705375996,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.5899999999999996}",20,0,-127.76309727509515,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
206,False,"{'a': 0.5, 'e': 0.5879999999999996}",30,2,-32.08903300059985,"{0: 22, 1: 0, 2: 6, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.5859999999999996}",35,10,-38.423495314941746,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",1
208,False,"{'a': 0.5, 'e': 0.5839999999999996}",20,0,7.038178483946886,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
209,False,"{'a': 0.5, 'e': 0.5819999999999996}",25,1,-5.084736050998653,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.5799999999999996}",20,6,-6.998209329172367,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.5779999999999996}",20,11,-17.752065720043404,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.5759999999999996}",30,11,24.20846069376036,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.5739999999999996}",25,15,-48.06563912814305,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 1}",1
214,False,"{'a': 0.5, 'e': 0.5719999999999996}",20,12,-7.536863388431975,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.5699999999999996}",20,11,5.111832168835154,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.5679999999999996}",35,0,-172.15130106942686,"{0: 26, 1: 1, 2: 4, 3: 0, 4: 4}",0
217,False,"{'a': 0.5, 'e': 0.5659999999999996}",20,5,-23.795375602410665,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.5639999999999996}",30,21,-7.856017235289624,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.5619999999999996}",25,8,-50.228235545642605,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 1}",1
220,False,"{'a': 0.5, 'e': 0.5599999999999996}",20,14,-1.157663294560114,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.5579999999999996}",35,16,-97.48774559033677,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 3}",1
222,False,"{'a': 0.5, 'e': 0.5559999999999996}",25,3,-46.19612218157521,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 1}",1
223,False,"{'a': 0.5, 'e': 0.5539999999999996}",25,0,-145.20686257132905,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 3}",0
224,False,"{'a': 0.5, 'e': 0.5519999999999996}",20,0,-133.80466212084966,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
225,False,"{'a': 0.5, 'e': 0.5499999999999996}",25,17,12.261392403281747,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.5479999999999996}",20,3,-12.127244888347557,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.5459999999999996}",25,0,-110.87825226459468,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
228,False,"{'a': 0.5, 'e': 0.5439999999999996}",30,10,-11.145814956812607,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.5419999999999996}",20,16,8.373645376391096,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.5399999999999996}",25,0,-57.81299412147073,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
231,False,"{'a': 0.5, 'e': 0.5379999999999996}",20,2,-49.04264684340481,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
232,False,"{'a': 0.5, 'e': 0.5359999999999996}",30,0,-43.5419739282173,"{0: 25, 1: 0, 2: 4, 3: 0, 4: 1}",0
233,False,"{'a': 0.5, 'e': 0.5339999999999996}",20,0,-57.17803059593608,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
234,False,"{'a': 0.5, 'e': 0.5319999999999996}",25,0,-129.8257451781901,"{0: 15, 1: 4, 2: 3, 3: 1, 4: 2}",0
235,False,"{'a': 0.5, 'e': 0.5299999999999996}",20,0,24.788867851537006,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
236,False,"{'a': 0.5, 'e': 0.5279999999999996}",25,0,-33.791954805748325,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
237,False,"{'a': 0.5, 'e': 0.5259999999999996}",20,12,-8.294412000973173,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.5239999999999996}",20,2,0.4570198136162924,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.5219999999999996}",25,0,-126.51270749142398,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 3}",0
240,False,"{'a': 0.5, 'e': 0.5199999999999996}",20,12,-23.461389837713313,"{0: 5, 1: 2, 2: 0, 3: 1, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.5179999999999996}",20,0,-54.58733619383653,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
242,False,"{'a': 0.5, 'e': 0.5159999999999996}",20,0,-33.8521762417229,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
243,False,"{'a': 0.5, 'e': 0.5139999999999996}",25,12,-33.84888740293515,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.5119999999999996}",20,1,-24.29588897744882,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.5099999999999996}",20,0,-28.23314519651587,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
246,False,"{'a': 0.5, 'e': 0.5079999999999996}",25,0,-92.49462151490496,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 2}",0
247,False,"{'a': 0.5, 'e': 0.5059999999999996}",20,8,5.483657526039394,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.5039999999999996}",25,0,-61.50101978937238,"{0: 21, 1: 2, 2: 0, 3: 0, 4: 2}",0
249,False,"{'a': 0.5, 'e': 0.5019999999999996}",20,7,10.264977280057586,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.49999999999999956}",25,0,-147.57584549055755,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
251,False,"{'a': 0.5, 'e': 0.49799999999999955}",20,14,-38.09087603276919,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 1}",1
252,False,"{'a': 0.5, 'e': 0.49599999999999955}",30,0,-38.46838602261874,"{0: 24, 1: 1, 2: 3, 3: 2, 4: 0}",0
253,False,"{'a': 0.5, 'e': 0.49399999999999955}",25,0,-66.68992283428202,"{0: 16, 1: 1, 2: 7, 3: 1, 4: 0}",0
254,False,"{'a': 0.5, 'e': 0.49199999999999955}",25,0,-62.4912740588316,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
255,False,"{'a': 0.5, 'e': 0.48999999999999955}",30,16,-48.83523929105683,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 1}",1
256,False,"{'a': 0.5, 'e': 0.48799999999999955}",20,5,-31.274191845804847,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 1}",1
257,False,"{'a': 0.5, 'e': 0.48599999999999954}",25,0,3.8421993465001396,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
258,False,"{'a': 0.5, 'e': 0.48399999999999954}",25,0,-54.51367064535302,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
259,False,"{'a': 0.5, 'e': 0.48199999999999954}",30,5,-118.56158838438267,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",1
260,False,"{'a': 0.5, 'e': 0.47999999999999954}",30,8,-9.118221685271585,"{0: 18, 1: 3, 2: 0, 3: 1, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.47799999999999954}",20,6,-87.53667938203557,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 2}",1
262,False,"{'a': 0.5, 'e': 0.47599999999999953}",20,9,0.5490582101095574,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.47399999999999953}",20,1,-9.262043349126946,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.47199999999999953}",20,0,-17.2961887567323,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
265,False,"{'a': 0.5, 'e': 0.46999999999999953}",20,0,-63.59486854105923,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
266,False,"{'a': 0.5, 'e': 0.4679999999999995}",25,12,-24.126949589754425,"{0: 8, 1: 2, 2: 3, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.4659999999999995}",30,12,-44.90281302072317,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
268,False,"{'a': 0.5, 'e': 0.4639999999999995}",20,0,-3.142428824916269,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
269,False,"{'a': 0.5, 'e': 0.4619999999999995}",35,22,-59.983456312886425,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 1}",1
270,False,"{'a': 0.5, 'e': 0.4599999999999995}",30,0,-50.16381537234018,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
271,False,"{'a': 0.5, 'e': 0.4579999999999995}",25,0,-43.710539639834494,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
272,False,"{'a': 0.5, 'e': 0.4559999999999995}",20,11,-6.212334925929665,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.4539999999999995}",20,16,7.271122760163893,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.4519999999999995}",20,2,-42.92357567756276,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.4499999999999995}",30,10,-24.672897451996484,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.4479999999999995}",25,18,11.096283352294055,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.4459999999999995}",30,19,-10.028004827612124,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.4439999999999995}",20,0,-38.60502090491889,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
279,False,"{'a': 0.5, 'e': 0.4419999999999995}",25,0,-53.94975977084002,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 2}",0
280,False,"{'a': 0.5, 'e': 0.4399999999999995}",25,10,-31.96950437900975,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 1}",1
281,False,"{'a': 0.5, 'e': 0.4379999999999995}",35,8,-84.90033631338997,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 2}",1
282,False,"{'a': 0.5, 'e': 0.4359999999999995}",20,12,3.3716426985575714,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.4339999999999995}",20,0,-33.01483092585683,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
284,False,"{'a': 0.5, 'e': 0.4319999999999995}",20,0,-5.242302234588784,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
285,False,"{'a': 0.5, 'e': 0.4299999999999995}",20,0,-105.49171655159546,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
286,False,"{'a': 0.5, 'e': 0.4279999999999995}",20,0,-54.717919490891624,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
287,False,"{'a': 0.5, 'e': 0.4259999999999995}",25,0,-12.235540009084039,"{0: 20, 1: 3, 2: 1, 3: 1, 4: 0}",0
288,False,"{'a': 0.5, 'e': 0.4239999999999995}",20,8,1.4746562905296352,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.4219999999999995}",30,0,9.492158281248093,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
290,False,"{'a': 0.5, 'e': 0.4199999999999995}",30,0,-55.30711464557567,"{0: 22, 1: 1, 2: 6, 3: 1, 4: 0}",0
291,False,"{'a': 0.5, 'e': 0.4179999999999995}",20,3,7.27814206062527,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.4159999999999995}",20,10,-39.937230511712805,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
293,False,"{'a': 0.5, 'e': 0.4139999999999995}",20,14,10.555028866547557,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.4119999999999995}",25,0,-20.73059394838832,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
295,False,"{'a': 0.5, 'e': 0.4099999999999995}",25,0,-68.67486624487296,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
296,False,"{'a': 0.5, 'e': 0.4079999999999995}",20,4,5.069638485643776,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.4059999999999995}",25,13,-6.19484274066218,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.40399999999999947}",25,0,-38.102931149000916,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
299,False,"{'a': 0.5, 'e': 0.40199999999999947}",25,0,-139.97198348434245,"{0: 19, 1: 0, 2: 1, 3: 2, 4: 3}",0
300,False,"{'a': 0.5, 'e': 0.39999999999999947}",25,6,-18.145351826660715,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.39799999999999947}",20,0,-18.682577790874365,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
302,False,"{'a': 0.5, 'e': 0.39599999999999946}",25,17,0.9020392519319851,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.39399999999999946}",20,14,13.881205083518974,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.39199999999999946}",20,11,-10.82368997089177,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.38999999999999946}",20,7,9.388982002818441,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.38799999999999946}",25,0,-80.56232632246387,"{0: 20, 1: 2, 2: 0, 3: 1, 4: 2}",0
307,False,"{'a': 0.5, 'e': 0.38599999999999945}",20,9,5.704827288951567,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.38399999999999945}",20,0,-29.22279916746954,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
309,False,"{'a': 0.5, 'e': 0.38199999999999945}",20,3,6.621499165965503,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.37999999999999945}",25,12,-15.11629846188498,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.37799999999999945}",20,0,-50.46727077048393,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
312,False,"{'a': 0.5, 'e': 0.37599999999999945}",25,3,-42.82648858888874,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 1}",1
313,False,"{'a': 0.5, 'e': 0.37399999999999944}",20,12,9.902508272239267,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.37199999999999944}",25,16,-26.661614172930467,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
315,False,"{'a': 0.5, 'e': 0.36999999999999944}",25,8,17.827465190048063,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.36799999999999944}",25,17,14.637327602091192,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.36599999999999944}",20,11,14.695939651874358,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.36399999999999944}",20,11,-28.478997248139336,"{0: 5, 1: 0, 2: 4, 3: 0, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.36199999999999943}",20,12,-5.877080151939717,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.35999999999999943}",20,0,-39.75392638631494,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",1
321,False,"{'a': 0.5, 'e': 0.35799999999999943}",25,17,2.1149142185153433,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.35599999999999943}",25,8,11.726034441041001,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.3539999999999994}",30,0,15.731063021807804,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
324,False,"{'a': 0.5, 'e': 0.3519999999999994}",30,13,-11.184010572844803,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.3499999999999994}",20,1,20.605328170838373,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
326,False,"{'a': 0.5, 'e': 0.3479999999999994}",30,21,9.61389792579886,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.3459999999999994}",20,0,-3.6011883842366554,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
328,False,"{'a': 0.5, 'e': 0.3439999999999994}",30,0,-16.528996597812892,"{0: 24, 1: 2, 2: 4, 3: 0, 4: 0}",0
329,False,"{'a': 0.5, 'e': 0.3419999999999994}",20,0,-2.629862531169217,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
330,False,"{'a': 0.5, 'e': 0.3399999999999994}",30,0,-54.294971935379465,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 2}",0
331,False,"{'a': 0.5, 'e': 0.3379999999999994}",20,6,2.5554301024493453,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
332,False,"{'a': 0.5, 'e': 0.3359999999999994}",20,10,-18.789478998101462,"{0: 6, 1: 2, 2: 2, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.3339999999999994}",25,13,-21.612277232000284,"{0: 10, 1: 0, 2: 0, 3: 2, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.3319999999999994}",20,6,23.20207400452467,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.3299999999999994}",30,11,-33.42512781413524,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
336,False,"{'a': 0.5, 'e': 0.3279999999999994}",30,0,-62.56854030991117,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 2}",0
337,False,"{'a': 0.5, 'e': 0.3259999999999994}",30,11,2.8195353613358023,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.3239999999999994}",20,15,3.03448655434644,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.3219999999999994}",30,3,-28.26175883005405,"{0: 19, 1: 3, 2: 5, 3: 0, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.3199999999999994}",25,18,6.691901297698856,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.3179999999999994}",20,0,12.238986477001383,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
342,False,"{'a': 0.5, 'e': 0.3159999999999994}",25,0,-32.51655204215781,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
343,False,"{'a': 0.5, 'e': 0.3139999999999994}",30,3,-20.366535027726727,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 1}",1
344,False,"{'a': 0.5, 'e': 0.3119999999999994}",25,0,-57.9321101077555,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
345,False,"{'a': 0.5, 'e': 0.3099999999999994}",30,0,-5.456824175451407,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
346,False,"{'a': 0.5, 'e': 0.3079999999999994}",20,2,-12.949236208318126,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.3059999999999994}",20,0,-87.16157351883277,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
348,False,"{'a': 0.5, 'e': 0.3039999999999994}",20,16,6.207161394037884,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.3019999999999994}",30,14,-2.2621865194948985,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.2999999999999994}",25,0,10.850875053296791,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
351,False,"{'a': 0.5, 'e': 0.2979999999999994}",20,10,-19.01465202067374,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.2959999999999994}",20,9,18.53304491726962,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.2939999999999994}",20,11,9.27789848368902,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.29199999999999937}",25,8,17.98043030027987,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.28999999999999937}",35,18,11.064610972893046,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.28799999999999937}",25,10,7.050938316968429,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.28599999999999937}",20,12,15.342479632599149,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.28399999999999936}",20,14,9.547433771944771,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.5, 'e': 0.28199999999999936}",20,0,-33.301348646366755,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
360,False,"{'a': 0.5, 'e': 0.27999999999999936}",20,0,-38.42757762000596,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
361,False,"{'a': 0.5, 'e': 0.27799999999999936}",25,18,15.52106201402134,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.27599999999999936}",20,10,-24.190415701691734,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
363,False,"{'a': 0.5, 'e': 0.27399999999999936}",20,8,1.644328112902894,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.27199999999999935}",25,0,11.055479781241056,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.26999999999999935}",20,16,6.196761051588377,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.5, 'e': 0.26799999999999935}",20,3,4.308014214232347,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.26599999999999935}",20,12,1.5228833923484077,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
368,False,"{'a': 0.5, 'e': 0.26399999999999935}",25,11,-7.659860323607376,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
